date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-24,284.10758842,311.113862,280.78771526,299.54400464,61379722,9.2326,6.4651,,,,0.0,0.0,0.0
2026-04-30,305.53766786,328.98551452,300.180148,310.616875,45912904,6.9061,3.6966,,,,0.8833058976638313,0.17666117953276628,1.41328943626213
2026-05-08,323.44907934,335.73459798,313.2012074,318.43945038,29990746,4.5113,2.5184,,,,2.189311621045306,0.5791912678352742,3.2202407064200633
2026-05-15,323.4391396,348.5866818,311.70030666,321.3020955,52686281,7.9251,0.899,,,,3.415945213084399,1.1465420568850992,4.538806312398599
2026-05-22,319.02589504,375.99054498,313.42982142,375.99054498,57712099,8.681,17.0209,325.1785941,,,8.700666131598382,2.657366871827756,12.086598519541251
2026-05-29,401.58537548,430.38080226,382.2327017,411.41,86913098,13.0733,9.4203,347.551793172,,,15.567447694632449,5.239383036388695,20.656129316487508
2026-06-05,412.0,425.88,369.0,373.0,80407701,12.0948,-9.3362,360.028418172,,,17.705952364307223,7.732696901972401,19.946510924669646
2026-06-12,350.08,401.59,350.0,379.5,65111037,9.7938,1.7426,372.240528096,,,19.698160269444884,10.125789575466898,19.14474138795597
2026-06-18,386.96,459.0,383.03,453.8,60823351,9.149,19.5784,398.740108996,,,26.961591986923793,13.492950057758279,26.93728385833103
