date,time,open,high,low,close,volume,amount,MA5,MA10,MA20,dif,dea,macd
2026-04-21,20260421103000000,33.59005243,33.65822592,32.84988311,33.57057429,19073900,649755692.18,,,,0.0,0.0,0.0
2026-04-21,20260421113000000,33.57057429,34.20361384,33.57057429,33.91144174,11102986,386551224.98,,,,0.027191705413109446,0.0054383410826218895,0.043506728660975116
2026-04-21,20260421140000000,33.92118081,34.07700593,33.76535569,33.99909337,7309626,254559713.42,,,,0.05517802395143434,0.015386277656384381,0.07958349259009992
2026-04-21,20260421150000000,33.9893543,34.19387477,33.97961523,34.16465756,8890760,311262662.29,,,,0.08968321717716776,0.030245665560541056,0.11887510323325341
2026-04-22,20260422103000000,33.94065895,34.33996082,33.54135708,33.83352918,11162953,387792401.2,33.895859228,,,0.08928036996454125,0.042052606441341095,0.09445552704640031
2026-04-22,20260422113000000,33.84326825,33.84326825,33.42448824,33.54135708,6346148,218744682.52,33.890015786000006,,,0.0646401327470727,0.04657011170248741,0.03614004208917057
2026-04-22,20260422140000000,33.55109615,33.55109615,33.20048963,33.33683661,9177264,313889679.33,33.775094759999995,,,0.028283440650803016,0.042912777492150535,-0.02925867368269504
2026-04-22,20260422150000000,33.34657568,33.39527103,33.23944591,33.3076194,7687417,262795527.76,33.636799966,,,-0.0028541831927242356,0.03375938535517558,-0.07322713709579963
2026-04-23,20260423103000000,33.54135708,33.84326825,33.19075056,33.77509476,12559412,432563889.08,33.558887406,,,0.010074250584487743,0.029022358401038013,-0.03789621563310054
2026-04-23,20260423113000000,33.78483383,34.086745,33.65822592,33.74587755,10970456,382043552.72,33.54135708,33.718608154,,0.01775784148590276,0.026769455018010965,-0.018023227064216413
2026-04-23,20260423140000000,33.6971822,33.95039802,33.60953057,33.85300732,5092718,176766682.7,33.603687128000004,33.746851457,,0.03212134488175877,0.02783983299076053,0.008563023781996484
