date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-21,33.92399486,34.46142335,33.52799492,34.34828051,19472946,0.8796,1.2507,,,,0.0,0.0,0.0
2026-04-22,34.36713765,34.64056618,33.74485203,34.64056618,20799756,0.9395,0.8509,,,,0.023316235783475747,0.00466324715669515,0.0373059772535612
2026-04-23,34.62170904,35.30999465,34.25399481,34.85742329,24669541,1.1143,0.626,,,,0.058617372470997964,0.015454072219555713,0.0863266005028845
2026-04-24,34.68770903,35.56456604,34.4142805,34.85742329,17891232,0.8081,0.0,,,,0.08560695395016182,0.029484648565676938,0.11224461076896977
2026-04-27,34.85742329,35.1685661,34.14085197,34.39542336,18761921,0.8474,-1.3254,34.619823326,,,0.06892236435177779,0.03737219172289711,0.06310034525776136
2026-04-28,33.4714235,34.11256626,33.04713785,33.59399491,27307815,1.2334,-2.33,34.468966206000005,,,-0.008866661850397861,0.028124421008238115,-0.07398216571727195
2026-04-29,33.64113776,34.17856625,32.9057093,33.86742344,24003414,1.0842,0.8139,34.314337658,,,-0.04789947301334507,0.012919642203921477,-0.1216382304345331
2026-04-30,34.01828056,34.6971376,33.26399496,33.38656637,17422887,0.787,-1.4198,34.020166274000005,,,-0.11629384092718453,-0.012923054422299726,-0.2067415730097696
2026-05-06,33.5657092,34.1314234,32.82085217,33.98056628,22778973,1.0289,1.7792,33.844794872,,,-0.12116927777218933,-0.03457229909227765,-0.17319395735982335
2026-05-07,34.08428055,34.08428055,32.82085217,33.0942807,18921924,0.8547,-2.6082,33.58456634,34.102194833,,-0.19430906199238507,-0.06651965167229915,-0.25557882064017184
2026-05-08,33.0942807,33.88628058,32.91513787,33.60342348,11221940,0.5069,1.5385,33.586452054,34.02770913,,-0.20878258499119795,-0.09497223833607892,-0.22762069331023807
2026-05-11,33.73542346,34.62170904,33.5657092,33.62228062,19393444,0.876,0.0561,33.537423489999995,33.925880574000004,,-0.2162386777681462,-0.11922552622249238,-0.19402630309130764
2026-05-12,33.48085207,33.80142345,32.91513787,33.78256631,17184951,0.7762,0.4767,33.616623477999994,33.818394876,,-0.20682976461312563,-0.13674637390061906,-0.14016678142501315
2026-05-13,33.51856635,34.30113766,33.49970921,33.942852,14722014,0.665,0.4745,33.609080622,33.726937747,,-0.18431475180376822,-0.1462600494812489,-0.07610940464503863
2026-05-14,33.95228057,34.30113766,32.93399501,32.999995,23217215,1.0487,-2.7778,33.590223482,33.587394911,,-0.23978799530865302,-0.16496563864672975,-0.14964471332384655
2026-05-15,33.05,33.28,32.45,32.79,14951490,0.6753,-0.6364,33.427538786,33.506995419999996,,-0.2972690493901524,-0.19142632079541427,-0.2116854571894763
2026-05-18,32.51,32.54,31.41,31.71,16359107,0.7389,-3.2937,33.045082662000006,33.291253076,,-0.4250702279509895,-0.23815510222652933,-0.3738302514489203
2026-05-19,31.71,32.32,31.53,32.29,15359864,0.6938,1.8291,32.746569400000006,33.181596438999996,,-0.4740874450234216,-0.2853415707859078,-0.37749174847502753
2026-05-20,32.16,32.36,31.85,31.9,8008664,0.3617,-1.2078,32.337999,32.973539811,,-0.5381996527579673,-0.33591318718031976,-0.40457293115529513
