date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-21,11.81413848,12.43854345,11.53662516,12.27005322,70633380,0.7545,3.8591,,,,0.0,0.0,0.0
2026-04-22,12.30969798,12.3889875,11.88351681,11.93307276,54911375,0.5865,-2.7464,,,,-0.026881632136753097,-0.00537632642735062,-0.04301061141880495
2026-04-23,11.893428,12.0916518,11.71502658,11.78440491,41952367,0.4481,-1.2458,,,,-0.05949594013977233,-0.016200249169834962,-0.08659138193987473
2026-04-24,11.6952042,12.0916518,11.66547063,12.00245109,45012496,0.4808,1.8503,,,,-0.06697644697815086,-0.026355488731498143,-0.08124191649330544
2026-04-27,12.01236228,12.54756654,12.00245109,12.32952036,60720794,0.6486,2.725,12.063900468,,,-0.04598298268368417,-0.03028098752193535,-0.03140399032349764
2026-04-28,12.54756654,13.00348128,12.34934274,12.91428057,100049807,1.0714,4.7428,12.192745937999998,,,0.01763644891664029,-0.020697500234220224,0.07666789830172102
2026-04-29,12.91428057,13.55850792,12.81516867,13.51886316,89661714,0.9602,4.6815,12.509904017999999,,,0.11550855835943885,0.006543711484511591,0.21792969374985452
2026-04-30,13.39992888,13.98468909,13.39001769,13.82611005,83243392,0.8914,2.2727,12.918245046,,,0.21538237255696657,0.048311443699002594,0.33414185771592797
2026-05-06,13.86575481,13.98468909,13.39001769,13.5783303,76030866,0.8142,-1.7921,13.233420888000001,,,0.2714106814290229,0.09293129124500665,0.3569587803680325
2026-05-07,13.39001769,13.42966245,12.56738892,12.80525748,83160356,0.8906,-5.6934,13.328568311999998,12.696234389999999,,0.25054487873415,0.12445400874283533,0.2521817399826293
2026-05-08,12.90436938,13.04312604,12.5872113,12.7854351,46037567,0.493,-0.1548,13.302799217999999,12.747772578,,0.22976054284803382,0.14551531556387504,0.16849045456831757
2026-05-11,12.7854351,13.07285961,12.76561272,12.94401414,52114877,0.5581,1.2403,13.187829414000001,12.848866716,,0.22350834507004613,0.16111392146510928,0.12478884720987371
2026-05-12,12.95392533,13.4792184,12.884547,13.32063936,55257412,0.5917,2.9096,13.086735275999999,13.002490161,,0.2461069729639842,0.17811253176488426,0.1359888823981999
2026-05-13,13.33055055,13.63779744,13.02330366,13.25126103,64724322,0.6931,-0.5208,13.021321422,13.127371155,,0.25547335911491587,0.19358469723489058,0.12377732376005057
2026-05-14,13.26117222,13.55850792,12.92419176,12.93410295,54334438,0.5819,-2.3934,13.047090516,13.187829414000001,,0.2345999588728862,0.20178774956248974,0.06562441862079293
2026-05-15,13.03321485,13.25126103,12.77552391,12.91428057,52537741,0.5626,-0.1533,13.07285961,13.187829414000001,,0.21399137898100662,0.20422847544619313,0.019525807069626977
2026-05-18,12.87463581,12.90436938,11.98262871,12.18085251,69410856,0.7433,-5.6792,12.920227284000001,13.054028349000001,,0.13689932580097341,0.19076264551714922,-0.10772663943235161
2026-05-19,12.11147418,12.24031965,11.82404967,11.98262871,41802832,0.4477,-1.6273,12.652625153999999,12.869680214999999,,0.05912673797273271,0.16443546400826592,-0.2106174520710664
2026-05-20,11.893428,12.14120775,11.86369443,12.02227347,50240810,0.538,0.3309,12.406827642,12.714074532000001,,0.0006825347685808225,0.13168487816032892,-0.2620046867834962
2026-05-21,12.00245109,12.17094132,11.3978685,11.41769088,61568651,0.6593,-5.0289,12.103545228,12.575317872000001,12.635776131,-0.09334367189870107,0.08667916814852293,-0.36004568009444804
2026-05-22,11.51680278,11.55644754,11.17982232,11.34831255,54395850,0.5825,-0.6076,11.790351624,12.431605617,12.5896890975,-0.17148163596111665,0.03504700732659501,-0.41305728657542334
