date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-21,72.0,72.0,69.86,70.27,24995543,2.9423,-3.8977,,,,0.0,0.0,0.0
2026-04-22,69.89,72.64,69.81,72.43,24573291,2.8926,3.0739,,,,0.17230769230769738,0.03446153846153948,0.2756923076923158
2026-04-23,73.0,73.4,71.08,71.36,19525702,2.2985,-1.4773,,,,0.21998685075608648,0.07156660092044888,0.29684049967127524
2026-04-24,71.0,72.35,70.86,71.1,15449481,1.8186,-0.3643,,,,0.23409460337796872,0.10407220141195285,0.2600448039320318
2026-04-27,71.79,73.59,71.31,73.36,26136960,3.0767,3.1786,71.704,,,0.42276484143354764,0.16781072941627184,0.5099082240345516
2026-04-28,76.45,76.6,74.27,74.43,37880347,4.4591,1.4586,72.536,,,0.6511216964180164,0.26447292281662077,0.7732975472027913
2026-04-29,73.75,76.18,73.22,75.88,30984350,3.6473,1.9481,73.226,,,0.9382830876859742,0.3992349557904915,1.0780962637909655
2026-04-30,75.51,77.68,75.24,77.32,34271829,4.0343,1.8977,74.41799999999999,,,1.2674461938054833,0.5728772033934899,1.3891379808239868
2026-05-06,78.91,81.76,78.9,79.05,51569453,6.0705,2.2375,76.00800000000001,,,1.6488993830010514,0.7880816393150023,1.7216354873720983
2026-05-07,79.2,79.36,78.08,79.01,31651512,3.7258,-0.0506,77.138,74.421,,1.9257769599149555,1.015620703434993,1.8203125129599247
2026-05-08,78.05,78.05,76.09,77.36,36697905,4.3199,-2.0883,77.724,75.13,,1.989133728609147,1.210323308469824,1.5576208402786462
2026-05-11,78.75,82.76,78.75,81.94,59476649,7.0013,5.9204,78.936,76.08099999999999,,2.381460157317022,1.4445506782392636,1.8738189581555171
2026-05-12,81.13,81.13,79.07,79.59,37019152,4.3577,-2.868,79.39000000000001,76.90400000000001,,2.4742348788708597,1.650487518365583,1.6474947210105535
2026-05-13,78.16,82.05,77.53,82.0,42034311,4.948,3.028,79.97999999999999,77.994,,2.710975929901693,1.8625852006728052,1.6967814584577754
2026-05-14,82.6,82.76,78.7,78.8,33572278,3.9519,-3.9024,79.938,78.538,,2.610291842476826,2.0121265290336092,1.196330626886434
2026-05-15,79.01,80.48,76.68,77.27,38241859,4.5016,-1.9416,79.92,78.82199999999999,,2.3796101005630277,2.085623243339493,0.5879737144470694
2026-05-18,77.0,79.77,76.89,78.33,27186824,3.2003,1.3718,79.19800000000001,79.067,,2.2563168828178704,2.1197619712351683,0.2731098231654041
2026-05-19,77.55,81.0,76.21,80.97,39339309,4.6308,3.3704,79.47399999999999,79.432,,2.3446049101364252,2.1647305590154198,0.35974870224201094
2026-05-20,79.95,81.99,79.68,81.3,37656968,4.4328,0.4076,79.334,79.657,,2.413382083561089,2.2144608639245535,0.39784243927307106
2026-05-21,82.5,82.96,77.41,77.89,50167593,5.9054,-4.1943,79.152,79.54499999999999,76.983,2.1677416116452406,2.205117013468691,-0.0747508036469009
2026-05-22,78.4,79.98,77.55,79.73,31882842,3.7531,2.3623,79.644,79.782,77.45599999999999,2.0973652691283178,2.1835666646006167,-0.17240279094459776
2026-05-25,82.14,85.07,81.66,85.02,68019923,8.0069,6.6349,80.982,80.09,78.0855,2.440319812522432,2.2349172941849798,0.41080503667490476
2026-05-26,84.46,84.46,80.89,82.95,52802575,6.2156,-2.4347,81.378,80.426,78.66499999999999,2.51607827458308,2.2911494902646,0.44985756863696036
2026-05-27,83.5,89.53,83.45,85.06,82776050,9.7439,2.5437,82.13,80.732,79.363,2.7150790266296667,2.3759353975376136,0.6782872581841062
2026-05-28,84.51,86.73,83.38,86.3,61267617,7.2121,1.4578,83.812,81.482,80.01,2.9389676041404726,2.4885418388581857,0.9008515305645739
2026-05-29,86.39,86.53,78.51,79.3,66266590,7.8005,-8.1112,83.726,81.685,80.2535,2.5224818161031664,2.495329834307182,0.05430396359196887
2026-06-01,79.0,81.05,76.5,76.51,44971375,5.2938,-3.5183,82.024,81.503,80.285,1.9448649529274746,2.3852368580312406,-0.880743810207532
2026-06-02,76.55,77.66,75.0,76.19,31463231,3.7037,-0.4182,80.672,81.025,80.2285,1.4446253598077305,2.197114558386539,-1.5049783971576165
2026-06-03,76.22,78.92,76.02,77.09,38249245,4.5025,1.1813,79.078,80.604,80.1305,1.1080316573941644,1.9792979781880642,-1.7425326415877995
2026-06-04,75.66,78.16,75.36,77.27,26657691,3.138,0.2335,77.272,80.542,80.0435,0.8460504756468623,1.752648477679824,-1.8131960040659232
2026-06-05,76.07,77.75,73.03,75.14,37981645,4.471,-2.7566,76.44,80.083,79.9325,0.4612384332448727,1.4943664687928337,-2.066256071095922
2026-06-08,72.3,73.39,69.61,69.98,33953970,3.9969,-6.8672,75.134,78.579,79.3345,-0.25713269323240695,1.1440666363877856,-2.802398659240385
