date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-24,13.94,13.99,13.67,13.71,193381489,1.6823,-1.5086,,,,0.0,0.0,0.0
2026-04-30,13.68,13.97,13.55,13.78,140907214,1.2258,0.5106,,,,0.005584045584047459,0.0011168091168094918,0.008934472934475935
2026-05-08,13.77,13.78,13.51,13.64,128068412,1.1141,-1.016,,,,-0.0012727169422319662,0.0006389039050012002,-0.0038232416944663328
2026-05-15,13.62,13.62,12.92,12.94,206572546,1.7971,-5.132,,,,-0.06247077627829434,-0.011983032131657908,-0.10097548829327285
2026-05-22,12.92,12.92,12.22,12.48,203337311,1.7689,-3.5549,13.309999999999999,,,-0.14640121278058515,-0.03886666826144336,-0.2150690890382836
2026-05-29,12.49,12.59,11.97,12.32,192684370,1.6761,-1.2821,13.032,,,-0.22325382015097617,-0.07574409863934993,-0.29501944302325245
2026-06-05,12.1,12.35,11.75,11.77,194278043,1.6901,-4.4643,12.629999999999999,,,-0.32479641771865175,-0.1255545624552103,-0.3984837105268829
2026-06-12,11.67,11.77,10.71,10.92,403028644,3.5061,-7.2218,12.086,,,-0.4684574680327138,-0.19413514357071102,-0.5486446489240056
2026-06-18,10.97,11.12,10.33,10.46,341187678,2.968,-4.2125,11.59,,,-0.612369032033385,-0.2777819212632458,-0.6691742215402784
