date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-21,12.5,12.72,12.37,12.67,28133651,0.4257,2.4252,,,,0.0,0.0,0.0
2026-04-22,12.7,13.05,12.64,12.92,33759956,0.5109,1.9732,,,,0.019943019943021056,0.003988603988604212,0.03190883190883369
2026-04-23,12.93,12.95,12.39,12.47,29488369,0.4462,-3.483,,,,-0.0005568136622251529,0.003079520458438339,-0.007272668241326984
2026-04-24,12.43,12.61,12.21,12.45,20009869,0.3028,-0.1604,,,,-0.018207032997819894,-0.0011777902328133074,-0.03405848553001317
2026-04-27,12.45,12.83,12.27,12.76,23545225,0.3563,2.49,12.654,,,-0.0070987201354206775,-0.0023619762133347817,-0.00947348784417179
2026-04-28,12.76,13.1,12.76,13.06,32027533,0.4847,2.3511,12.732,,,0.025616895014726637,0.0032337980322775023,0.04476619396489827
2026-04-29,12.73,13.28,12.52,13.26,49012612,0.7417,1.5314,12.8,,,0.06691127275327702,0.015969292976477405,0.10188395955359922
2026-04-30,13.15,13.48,13.0,13.27,38074914,0.5762,0.0754,12.959999999999999,,,0.09929961687603672,0.032635357756389274,0.1333285182392949
2026-05-06,13.29,13.43,13.13,13.35,33463669,0.5064,0.6029,13.14,,,0.12992524697932595,0.05209333560097661,0.15566382275669866
2026-05-07,13.28,13.28,12.7,12.84,37984383,0.5748,-3.8202,13.156,12.905000000000001,,0.11175529623997527,0.06402572772877635,0.09545913702239783
2026-05-08,12.82,13.03,12.72,12.85,23561829,0.3566,0.0779,13.113999999999999,12.922999999999998,,0.0970437360169516,0.07062932938641141,0.05282881326108038
2026-05-11,12.85,13.08,12.76,12.94,24139976,0.3653,0.7004,13.05,12.925,,0.09159116050299332,0.07482169560972779,0.03353892978653106
2026-05-12,12.88,13.12,12.87,12.95,18041735,0.273,0.0773,12.985999999999999,12.972999999999999,,0.08707314651908682,0.07727198579159959,0.019602321454974453
2026-05-13,12.89,13.05,12.66,12.83,23653868,0.358,-0.9266,12.882,13.011,,0.07296845583062428,0.07641127979940454,-0.006885647937560524
2026-05-14,12.81,13.47,12.72,13.06,35828884,0.5422,1.7927,12.925999999999998,13.041,,0.07943380123618127,0.0770157840867599,0.004836034298842745
2026-05-15,13.12,13.28,12.96,13.02,30997046,0.4691,-0.3063,12.959999999999999,13.037,,0.08040313109824382,0.07769325348905667,0.005419755218374289
2026-05-18,12.9,12.94,12.4,12.56,32141132,0.4864,-3.533,12.884,12.966999999999999,,0.043551145877939845,0.07086483196683331,-0.05462737217778693
2026-05-19,12.55,12.72,12.46,12.62,16447915,0.2489,0.4777,12.818000000000001,12.902000000000001,,0.018968523316416963,0.060485570236750046,-0.08303409384066616
2026-05-20,12.58,12.9,12.54,12.72,17260490,0.2612,0.7924,12.796000000000001,12.839000000000002,,0.007469676314466156,0.04988239145229327,-0.08482543027565423
2026-05-21,12.68,12.87,12.42,12.52,27527815,0.4166,-1.5723,12.687999999999999,12.806999999999999,12.856,-0.017578932320276408,0.036390126697779336,-0.10793811803611149
2026-05-22,12.45,12.62,12.33,12.39,26045412,0.3941,-1.0383,12.562000000000001,12.761000000000001,12.842000000000002,-0.04737395125267696,0.019637311107688078,-0.13402252472073006
2026-05-25,12.39,12.69,12.28,12.39,25403192,0.3844,0.0,12.528,12.706,12.8155,-0.07017775296606565,0.0016742982929373318,-0.14370410251800597
2026-05-26,12.37,12.58,12.25,12.44,14868059,0.225,0.4036,12.492,12.655000000000001,12.813999999999998,-0.08325562891853622,-0.015311687149357378,-0.13588788353835768
2026-05-27,12.3,12.39,12.03,12.24,17772680,0.269,-1.6077,12.395999999999999,12.596,12.8035,-0.1085074618850772,-0.033950842096501344,-0.14911323957715172
2026-05-28,12.17,12.39,11.87,12.2,18043978,0.2731,-0.3268,12.331999999999999,12.510000000000002,12.7755,-0.13024599242142543,-0.05320987216148616,-0.15407224051987853
2026-05-29,12.13,12.29,12.05,12.05,17491970,0.2647,-1.2295,12.264,12.413,12.725,-0.1577591318168956,-0.07411972409256806,-0.16727881544865508
2026-06-01,12.04,12.46,11.95,12.2,19472500,0.2947,1.2448,12.225999999999999,12.376999999999999,12.672,-0.16555137343081938,-0.09240605396021834,-0.1462906389412021
2026-06-02,12.35,12.35,11.96,12.16,17016800,0.2575,-0.3279,12.17,12.331,12.6165,-0.17296066388696119,-0.10851697594556692,-0.12888737588278854
2026-06-03,12.13,12.18,11.64,11.88,21258266,0.3217,-2.3026,12.098,12.247,12.543,-0.19913078417155106,-0.12663973759076375,-0.14498209316157462
2026-06-04,11.86,11.87,11.48,11.62,19091043,0.2889,-2.1886,11.982000000000001,12.157,12.482,-0.23810588372020192,-0.14893296681665139,-0.17834583380710106
2026-06-05,11.7,12.19,11.58,11.85,15600889,0.2361,1.9793,11.942,12.103,12.431999999999999,-0.24758089466321564,-0.16866255238596425,-0.15783668455450278
2026-06-08,12.0,12.06,11.36,11.43,18124467,0.2743,-3.5443,11.788,12.007,12.3565,-0.2856871750924892,-0.19206747692726928,-0.18723939633043984
2026-06-09,11.43,11.85,11.21,11.68,19637248,0.2972,2.1872,11.692,11.931,12.293000000000001,-0.2923438087610961,-0.21212274329403463,-0.16044213093412296
2026-06-10,11.54,11.8,11.5,11.72,13799258,0.2088,0.3425,11.66,11.879,12.2375,-0.29103668347284284,-0.2279055313297963,-0.12626230428609309
2026-06-11,11.86,11.94,11.38,11.61,14641100,0.2216,-0.9386,11.658,11.819999999999999,12.165,-0.2954708538769406,-0.24141859583922518,-0.10810451607543087
2026-06-12,11.52,12.1,11.43,11.88,22656081,0.3429,2.3256,11.664,11.803,12.108,-0.2740392682519257,-0.2479427303217653,-0.05219307586032079
2026-06-15,11.9,12.91,11.9,12.76,38992231,0.5901,7.4074,11.93,11.859,12.118,-0.1839257550898541,-0.23513933527538305,0.10242716037105792
2026-06-16,12.65,12.78,12.41,12.45,23214646,0.3513,-2.4295,12.084,11.888,12.1095,-0.13595732449176623,-0.2153029331186597,0.15869121725378693
2026-06-17,12.37,12.63,12.22,12.27,17511063,0.265,-1.4458,12.193999999999999,11.927000000000001,12.087,-0.11118482388651785,-0.19447931127223134,0.16658897477142698
2026-06-18,12.1,12.13,11.46,11.59,27776239,0.4203,-5.542,12.190000000000001,11.924,12.0405,-0.14475412029110934,-0.18453427307600695,0.07956030556979521
