date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-24,35.2554334,35.2554334,32.8206659,33.8919636,210384532,6.9277,-3.8408,,,,0.0,0.0,0.0
2026-04-30,33.92118081,34.6710892,33.17127242,33.8919636,126919308,4.1793,0.0,,,,0.0,0.0,0.0
2026-05-08,33.7945729,33.7945729,31.12606772,31.44745703,168444757,5.5467,-7.2126,,,,-0.19500337310541482,-0.03900067462108297,-0.3120053969686637
2026-05-15,31.52536959,33.47318359,31.38902261,32.06101844,171858117,5.659,1.9511,,,,-0.2966164632238417,-0.09052383234163472,-0.412185261764414
2026-05-22,31.8467589,31.98310588,29.8015542,30.76572213,141774843,4.6685,-4.0401,32.41162496,,,-0.47617609459042853,-0.1676542847913935,-0.6170436195980701
2026-05-29,30.76572213,30.86311283,29.34,29.37,165842952,5.461,-4.5366,31.507232239999997,,,-0.7227698663495445,-0.2786774011030237,-0.8881849304930417
2026-06-05,29.28,32.79,29.0,31.74,175712077,5.786,8.0695,31.07683952,,,-0.7186735921853256,-0.3666766393194841,-0.703993905731683
2026-06-12,31.45,31.89,28.4,30.09,191933967,6.3203,-5.1985,30.805348113999997,,,-0.8388981797525545,-0.4611209474060982,-0.7555544646929127
2026-06-18,30.09,30.88,27.33,28.0,192968735,6.3542,-6.9458,29.993144425999997,,,-1.0902547861969367,-0.5869477151642659,-1.0066141420653416
