date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-21,10.02,10.03,9.95,9.96,56824229,0.6874,-0.7968,,,,0.0,0.0,0.0
2026-04-22,9.97,10.19,9.9,10.0,115327089,1.395,0.4016,,,,0.003190883190882232,0.0006381766381764464,0.0051054131054115715
2026-04-23,9.96,10.14,9.96,10.01,83967126,1.0157,0.1,,,,0.006452220355352978,0.0018009853816117528,0.00930246994748245
2026-04-24,9.98,9.99,9.9,9.91,67751530,0.8195,-0.999,,,,0.000956661491558819,0.0016321206036011662,-0.0013509182240846944
2026-04-27,9.89,9.91,9.82,9.83,60535839,0.7322,-0.8073,9.942,,,-0.009741644301916708,-0.0006426323775024086,-0.0181980238488286
2026-04-28,9.7,9.82,9.66,9.73,65954731,0.7978,-1.0173,9.896,,,-0.025989699903052,-0.005712045882612328,-0.04055530804087934
2026-04-29,9.69,9.71,9.65,9.69,61875640,0.7485,-0.4111,9.834,,,-0.041614362269717375,-0.012892509160033337,-0.057443706219368076
2026-04-30,9.68,9.68,9.52,9.53,80847609,0.9779,-1.6512,9.738,,,-0.06614520187585526,-0.023543047703197723,-0.08520430834531509
2026-05-06,9.55,9.59,9.43,9.45,91065079,1.1015,-0.8395,9.645999999999999,,,-0.09099249556298972,-0.03703293727515612,-0.10791911657566719
2026-05-07,9.43,9.49,9.35,9.36,88861080,1.0749,-0.9524,9.552,9.747,,-0.11660228411487239,-0.05294680664309938,-0.12731095494354602
2026-05-08,9.35,9.38,9.26,9.29,90204766,1.0911,-0.7479,9.464,9.679999999999998,,-0.14092217789067796,-0.0705418808926151,-0.14076059399612573
2026-05-11,9.26,9.3,9.17,9.3,99019555,1.1978,0.1076,9.386,9.61,,-0.15757255417781124,-0.08794801554965433,-0.13924907725631383
2026-05-12,9.3,9.3,9.16,9.17,74366208,0.8995,-1.3978,9.313999999999998,9.526,,-0.1791923925318013,-0.10619689094608373,-0.14599100317143515
2026-05-13,9.15,9.16,9.07,9.09,74625740,0.9027,-0.8724,9.242,9.443999999999999,,-0.20047070015920987,-0.12505165278870894,-0.15083809474100185
2026-05-14,9.09,9.11,8.9,8.9,103606111,1.2532,-2.0902,9.15,9.350999999999999,,-0.2300138676717456,-0.1460440957653163,-0.16793954381285858
