date,open,high,low,close,volume,turn,pctChg,MA5,MA10,MA20,dif,dea,macd
2026-04-24,69.4115247,75.57810652,68.2621618,74.8085331,520179227,35.4628,9.7025,,,,0.0,0.0,0.0
2026-04-30,74.95845,75.94790154,66.1133529,69.7113585,298078026,20.3212,-6.8136,,,,-0.40661221880341714,-0.08132244376068343,-0.6505795500854674
2026-05-08,70.960666,79.44596254,70.960666,76.43763008,290004045,19.7708,9.6487,,,,-0.18398061497359208,-0.10185407800326517,-0.16425307394065383
2026-05-15,77.0572866,78.19665504,69.80130864,70.17110366,493340983,33.6331,-8.1982,,,,-0.507351345021732,-0.18295353140695853,-0.6487956272295469
2026-05-22,69.8612754,74.25,65.95,68.25,350839321,23.9182,-2.7378,71.875725068,,,-0.9081731338056471,-0.32799745188669627,-1.1603513638379017
2026-05-29,69.28,72.03,63.07,64.63,377923984,25.7647,-5.304,69.840018448,,,-1.5006326761998139,-0.5625244967493198,-1.8762163589009881
2026-06-05,66.71,67.48,61.03,62.14,394811968,26.916,-3.8527,68.325746748,,,-2.146341631908072,-0.8792879237810702,-2.534107416254004
2026-06-12,60.0,62.13,57.15,57.86,271371345,18.5005,-6.8877,64.61022073199999,,,-2.9692037296064626,-1.2972710849461486,-3.343865289320628
2026-06-18,58.5,66.85,58.49,65.66,285793469,19.4838,13.4808,63.70799999999999,,,-2.957836954531359,-1.6293842588631908,-2.6569053913363367
