date,time,open,high,low,close,volume,amount,MA5,MA10,MA20,dif,dea,macd
2026-04-21,20260421100000000,50.8492676,51.3977496,50.260896,50.809378,41049853,2091768309.0,,,,0.0,0.0,0.0
2026-04-21,20260421103000000,50.809378,50.809378,50.3307028,50.4802888,11902309,603162961.0,,,,-0.026252129914531963,-0.005250425982906393,-0.042003407863251144
2026-04-21,20260421110000000,50.4802888,50.7894332,50.36062,50.5401232,6684592,338439089.0,,,,-0.04174775386563567,-0.012549891559452249,-0.05839572461236685
2026-04-21,20260421113000000,50.5301508,51.1185224,50.460344,50.510206,9322478,474446632.0,,,,-0.05579899936732602,-0.021199713121027003,-0.06919857249259803
2026-04-21,20260421133000000,50.510206,50.6498196,50.3905372,50.60993,4598024,232980687.0,50.5899852,,,-0.05821673302970254,-0.028603117102762112,-0.05922723185388085
2026-04-21,20260421140000000,50.6199024,50.7994056,50.5201784,50.5201784,4480047,227555244.0,50.532145279999995,,,-0.06660720204689596,-0.03620393409158888,-0.06080653591061416
2026-04-21,20260421143000000,50.5201784,50.5201784,50.2908132,50.3406752,8578299,433523835.0,50.50422256,,,-0.08674121849002603,-0.04631139097127632,-0.08085965503749942
2026-04-21,20260421150000000,50.3406752,50.5201784,50.3307028,50.460344,8560700,433043658.0,50.48826672,,,-0.09198099982307895,-0.055445312741636846,-0.0730713741628842
2026-04-22,20260422100000000,50.061448,50.061448,49.6525796,49.712414,21832415,1091268873.0,50.32870832,,,-0.1547019567099639,-0.07529664153530226,-0.15881063034932327
2026-04-22,20260422103000000,49.712414,49.7323588,49.36338,49.6226624,17306988,859303820.0,50.1312548,50.36062,,-0.2092389940804935,-0.10208511204434051,-0.214307764072306
2026-04-22,20260422110000000,49.6426072,49.7722484,49.512966,49.7722484,6776136,337016001.0,49.9816688,50.25690704,,-0.2376501658769996,-0.12919812281087234,-0.21690408613225454
