date,time,open,high,low,close,volume,amount,MA5,MA10,MA20,dif,dea,macd
2026-04-21,20260421100000000,56.02,57.47,55.2,55.45,45581515,2570759931.05,,,,0.0,0.0,0.0
2026-04-21,20260421103000000,55.44,55.49,54.66,55.0,12814652,704883337.89,,,,-0.03589743589743932,-0.007179487179487865,-0.05743589743590292
2026-04-21,20260421110000000,55.0,55.44,54.93,54.98,4457274,245923036.56,,,,-0.06520856161882449,-0.01878530206735519,-0.09284651910293859
2026-04-21,20260421113000000,54.96,55.23,54.53,54.89,4915615,269637840.76,,,,-0.0946094884760953,-0.03395013934910321,-0.12131869825398417
2026-04-21,20260421133000000,54.86,54.88,54.27,54.68,6485216,353589206.18,55.0,,,-0.13331836862381152,-0.05382378520404488,-0.1589891668395333
2026-04-21,20260421140000000,54.68,54.85,54.41,54.42,3311453,181010354.57,54.794000000000004,,,-0.18286728191760915,-0.07963248454675773,-0.20646959474170284
2026-04-21,20260421143000000,54.41,54.53,54.16,54.48,4531609,246165816.62,54.69,,,-0.21481737316583605,-0.1066694622705734,-0.21629582179052528
2026-04-21,20260421150000000,54.5,54.67,54.28,54.28,6876771,374423940.14,54.55,,,-0.25335585066041943,-0.13600673994854262,-0.23469822142375363
2026-04-22,20260422100000000,53.86,54.21,53.01,53.06,22069734,1184727076.04,54.184000000000005,,,-0.37798450567001396,-0.1844022930928369,-0.3871644251543541
2026-04-22,20260422103000000,53.08,53.15,52.66,52.97,11321785,598627663.6,53.842,54.42100000000001,,-0.4785000102425414,-0.24322183652277782,-0.4705563474395272
2026-04-22,20260422110000000,52.97,53.23,52.83,52.97,6181310,327317610.47,53.552,54.173,,-0.5517984823692501,-0.3049371656920723,-0.4937226333543556
2026-04-22,20260422113000000,52.97,53.1,52.72,53.07,3468165,183406102.37,53.27,53.98,,-0.5949605504757187,-0.3629418426488016,-0.4640374156538343
2026-04-22,20260422133000000,53.1,53.1,52.83,52.94,6273668,331996911.14,53.001999999999995,53.775999999999996,,-0.6323671787588339,-0.41682690987080806,-0.4310805377760516
2026-04-22,20260422140000000,52.93,53.52,52.82,53.23,5462222,290686394.74,53.036,53.61,,-0.6313339994506322,-0.45972832778677286,-0.34321134332771863
2026-04-22,20260422143000000,53.23,53.48,53.22,53.34,4298986,229355127.33,53.11,53.476,,-0.6145549102553147,-0.49069364428048123,-0.24772253194966698
2026-04-22,20260422150000000,53.35,53.69,53.34,53.63,8328379,445820943.34,53.242,53.397000000000006,,-0.5712715223073559,-0.5068092198858563,-0.12892460484299928
2026-04-23,20260423100000000,53.55,54.33,52.7,52.88,15496034,825919748.22,53.20399999999999,53.237,,-0.5906788790739625,-0.5235831517234775,-0.13419145470097016
2026-04-23,20260423103000000,52.87,53.46,52.41,52.42,8008440,423362934.35,53.1,53.051,,-0.635847846579729,-0.5460360906947278,-0.17962351177000246
2026-04-23,20260423110000000,52.42,52.67,52.22,52.28,4323350,226425089.64,52.910000000000004,52.973,,-0.6751586006474355,-0.5718605926852693,-0.2065960159243323
2026-04-23,20260423113000000,52.28,52.39,51.68,51.68,5398828,280751473.11,52.577999999999996,52.84400000000001,53.63250000000001,-0.7461267572458112,-0.6067138255973777,-0.278825863296867
2026-04-23,20260423133000000,51.67,52.16,51.5,52.16,5597142,289865106.6,52.284000000000006,52.763,53.467999999999996,-0.7549351220195248,-0.6363580848818072,-0.23715407427543522
2026-04-23,20260423140000000,52.17,53.21,52.16,52.72,6237400,329433222.03,52.251999999999995,52.727999999999994,53.354,-0.7085606485855962,-0.650798597622565,-0.11552410192606244
2026-04-23,20260423143000000,52.72,52.8,52.26,52.27,2583311,135692277.56,52.222,52.661,53.218500000000006,-0.700050042350064,-0.6606488865680648,-0.07880231156399842
2026-04-23,20260423150000000,52.27,52.6,52.14,52.36,4988153,261278762.76,52.238,52.574,53.092,-0.6782249230219364,-0.6641640938588391,-0.02812165832619451
2026-04-24,20260424100000000,52.19,52.19,50.39,50.56,17891303,912529529.2,52.013999999999996,52.29600000000001,52.886,-0.7969861551948014,-0.6907285061260316,-0.21251529813753955
