date,time,open,high,low,close,volume,amount,MA5,MA10,MA20,dif,dea,macd
2026-04-21,20260421113000000,8.88,8.95,8.87,8.91,5715050,50930703.0,,,,0.0,0.0,0.0
2026-04-21,20260421150000000,8.91,8.92,8.89,8.89,2295588,20433119.0,,,,-0.001595441595441116,-0.0003190883190882232,-0.0025527065527057857
2026-04-22,20260422113000000,8.89,8.9,8.87,8.88,3335139,29630336.0,,,,-0.003624970576536768,-0.0009802647705779322,-0.005289411611917672
2026-04-22,20260422150000000,8.89,8.9,8.87,8.87,3726005,33094623.0,,,,-0.0059714679768081425,-0.0019785054118239744,-0.007985925129968336
2026-04-23,20260423113000000,8.88,8.88,8.81,8.83,5380765,47588234.0,8.876000000000001,,,-0.010932724139680161,-0.003769349157395212,-0.0143267499645699
2026-04-23,20260423150000000,8.83,8.85,8.82,8.83,3122753,27571541.0,8.86,,,-0.014695158750022586,-0.005954511075920687,-0.017481295348203797
2026-04-24,20260424113000000,8.83,8.84,8.76,8.77,5233250,46024193.0,8.835999999999999,,,-0.022261793743881597,-0.00921596760951287,-0.026091652268737456
2026-04-24,20260424150000000,8.78,8.82,8.76,8.79,2893301,25428842.0,8.818000000000001,,,-0.02634093177332808,-0.012640960442275914,-0.027399942662104333
2026-04-27,20260427113000000,8.79,8.86,8.75,8.85,4534552,39998457.0,8.813999999999998,,,-0.024450331291857808,-0.015002834612192293,-0.01889499335933103
2026-04-27,20260427150000000,8.85,8.86,8.82,8.84,3022350,26720138.0,8.815999999999999,8.846,,-0.02348817614208265,-0.016699902918170365,-0.013576546447824571
2026-04-28,20260428113000000,8.85,8.92,8.83,8.91,5522305,49031626.0,8.831999999999999,8.846,,-0.016882633775253453,-0.016736449089586984,-0.0002923693713329373
2026-04-28,20260428150000000,8.91,8.99,8.9,8.94,6391757,57173598.0,8.866,8.851,,-0.00912179421406023,-0.015213518114481633,0.012183447800842805
2026-04-29,20260429113000000,8.98,8.99,8.93,8.96,5100037,45724493.0,8.9,8.858999999999998,,-0.001341970692166683,-0.012439208630018643,0.02219447587570392
2026-04-29,20260429150000000,8.97,9.0,8.95,9.0,4340100,38974829.0,8.930000000000001,8.872,,0.007959508941135951,-0.008359465115787725,0.03263794811384735
2026-04-30,20260430113000000,8.83,8.83,8.68,8.71,20690190,180632521.0,8.904,8.860000000000001,,-0.007977616804181409,-0.008283095453466463,0.0006109572985701084
2026-04-30,20260430150000000,8.71,8.75,8.7,8.73,5891853,51344398.0,8.868,8.85,,-0.018777614276391574,-0.010381999218051486,-0.016791230116680177
2026-05-06,20260506113000000,8.72,8.74,8.64,8.65,12366991,107397515.0,8.81,8.838,,-0.03340692723294936,-0.014986984821031061,-0.03683988482383659
2026-05-06,20260506150000000,8.65,8.67,8.64,8.65,5671571,49072462.0,8.748000000000001,8.824000000000002,,-0.04448793393984829,-0.02088717464479451,-0.04720151859010756
2026-05-07,20260507113000000,8.67,8.71,8.58,8.58,10023710,86517849.0,8.664000000000001,8.797,,-0.058246694933119514,-0.028359078702459514,-0.05977523246132
2026-05-07,20260507150000000,8.59,8.59,8.55,8.56,7745322,66322034.0,8.634,8.769000000000002,8.807500000000001,-0.06995801257818357,-0.03667886547760433,-0.06655829420115848
2026-05-08,20260508113000000,8.54,8.57,8.5,8.57,8223846,70177945.0,8.602,8.735,8.7905,-0.07753858323937912,-0.04485080902995929,-0.06537554841883966
2026-05-08,20260508150000000,8.57,8.59,8.56,8.59,4241163,36386396.0,8.59,8.7,8.7755,-0.08099870460368486,-0.052080388144704406,-0.0578366329179609
2026-05-11,20260511113000000,8.57,8.57,8.53,8.54,5766200,49261755.0,8.568,8.658000000000001,8.7585,-0.08677516772838345,-0.059019344061440215,-0.05551164733388647
2026-05-11,20260511150000000,8.54,8.6,8.53,8.58,4592815,39332264.0,8.568,8.616000000000001,8.744,-0.08712111270951972,-0.06463969779105612,-0.044962829836927204
2026-05-12,20260512113000000,8.59,8.64,8.56,8.59,5963579,51297174.0,8.574000000000002,8.604,8.732000000000001,-0.0856015982336622,-0.06883207787957735,-0.03353904070816971
2026-05-12,20260512150000000,8.59,8.59,8.52,8.53,5697662,48740186.0,8.565999999999999,8.584,8.717,-0.08822190343652458,-0.0727100429909668,-0.031023720891115575
2026-05-13,20260513113000000,8.54,8.57,8.51,8.51,4129300,35203160.0,8.55,8.57,8.704,-0.09086491288678467,-0.07634101697013038,-0.02904779183330858
2026-05-13,20260513150000000,8.51,8.53,8.5,8.52,3126139,26627357.0,8.546,8.556999999999999,8.6905,-0.09110242840608329,-0.07929329925732097,-0.023618258297524647
